"regional";"municipio";"prestador_matricula";"prestador_nome";"ramo";"referencia";"remessa";"situacao";"valor_pagar";"observacoes"
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-11-01";2003418548;LIBPAGTO;697.60;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003428962;PAGPROC;826.72;
ALMENARA;PEDRA AZUL;2608038;HOSPITAL ESTER FARIA DE ALMEIDA;HOSP;"2025-06-01";2003293075;EMREVISAO;50.40;
BELO HORIZONTE;BELO HORIZONTE;3766842;CLINICA ODONTOLOGICA CAMPOSTRINI E LEOPOLDO LTDA;CLINODON;"2023-07-01";2002748787;LIBPAGTO;0.00;
UBERLANDIA;MONTE CARMELO;3148913;HOSPITAL SANTA TEREZINHA LTDA;HOSP;"2025-12-01";2003410561;LIBPAGTO;497.50;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2024-12-01";2003237919;LIBPAGTO;48341.27;
POUSO ALEGRE;ITAJUBA;4111083;MEDCOR SERVICOS E TREINAMENTOS S/S LTDA;CLIN;"2025-03-01";2003226516;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-12-01";2003357411;EMREVISAO;4437.60;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-01-01";2003199945;EMREVISAO;0.00;
OLIVEIRA;OLIVEIRA;48820;IRMANDADE DA SANTA CASA DE MISERICORDIA DE OLIVEIRA;HOSP;"2025-12-01";2003427321;EMREVISAO;7947.79;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-11-01";2003432464;EMREVISAO;0.00;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2025-12-01";2003380982;EMREVISAO;94.88;
BELO HORIZONTE;BELO HORIZONTE;3181816;LABORATORIO AP PATOLOGIA CIRURGICA LTDA;LABO;"2023-08-01";2002824871;LIBPAGTO;13.90;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-12-01";2003349697;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-09-01";2003336634;PAGPROC;179.20;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2024-11-01";2003131480;EMREVISAO;0.00;
ALMENARA;PEDRA AZUL;4041458;KARLA BRITO PORTO;CONSULTODON;"2022-11-01";2002755680;PAGPROC;480.58;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-12-01";2003430362;EMREVISAO;11385.92;
TEOFILO OTONI;TEOFILO OTONI;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;HOSP;"2024-12-01";2003202974;EMREVISAO;6776.12;
PATOS DE MINAS;PATOS DE MINAS;48604;CORPO VIVO CLINICA DE FISIOTERAPIA LTDA;CLIN;"2024-10-01";2003133767;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003428420;PAGPROC;10441.13;
ALMENARA;ARACUAI;4053814;MULTIMEDICA LTDA;CLIN;"2024-07-01";2003053267;EMREVISAO;0.00;
ALMENARA;PEDRA AZUL;2608038;HOSPITAL ESTER FARIA DE ALMEIDA;HOSP;"2025-07-01";2003306521;EMREVISAO;50.40;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-12-01";2003372821;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-08-01";2003296353;EMREVISAO;0.00;
MURIAE;TOMBOS;3971127;OFICINA DO CORPO ASSISTENCIA EM SAUDE LTDA;ATENDOM;"2025-10-01";2003329994;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3674265;IPSEM - INSTITUTO DE PESQUISAS E SERVICOS MEDICOS LTDA;ATENDOM;"2025-02-01";2003273706;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-08-01";2003091315;EMREVISAO;0.00;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2023-08-01";2002809904;PAGPROC;62.00;
PASSOS;PIUMHI;3865674;CENTRO DE FISIOTERAPIA POSTUROLOGIA S/C LTDA;CLIN;"2024-10-01";2003140819;EMREVISAO;0.00;
UBA;GUIRICEMA;2988314;LABORATORIO DE ANALISES CLINICAS DI MINGO LTDA;LABO;"2024-05-01";2003024220;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3149974;FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO;HOSP;"2022-11-01";2002602067;PAGPROC;345.65;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2024-03-01";2002892650;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423754;PAGPROC;4691.87;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-05-01";2003320399;EMREVISAO;407.28;
BELO HORIZONTE;BELO HORIZONTE;3087217;ASSOCIACAO MARIO PENNA;HOSP;"2025-08-01";2003304808;EMREVISAO;49947.88;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-10-01";2003341188;EMREVISAO;12446.50;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-12-01";2003403156;PAGPROC;2827.26;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003428452;PAGPROC;1940.05;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-05-01";2003252682;EMREVISAO;0.00;
PASSOS;PIUMHI;3331036;SANTA CASA DE MISERICORDIA DE PIUMHI;HOSP;"2024-08-01";2003077853;EMREVISAO;0.00;
TEOFILO OTONI;TEOFILO OTONI;4143642;GEARLESSON BOTELHO MENDES;CLINODON;"2024-02-01";2003072455;PAGPROC;30.00;
SALINAS;MONTE AZUL;3702234;LABORATORIO DE ANALISES CLINICAS E CITOLOGICAS IDEAL SOCIEDADE SIMPLES LTDA;LABO;"2024-03-01";2002940481;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3897367;SAO MARCOS SAUDE E MEDICINA DIAGNOSTICA SA;LABO;"2022-11-01";2002591417;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-07-01";2003145796;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2023-12-01";2002844331;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003406632;EMREVISAO;10620.73;
UBERLANDIA;UBERLANDIA;3903630;MEDFONTES SERVICOS MEDICOS LTDA;CLIN;"2025-12-01";2003381677;EMREVISAO;0.00;
UBERLANDIA;MONTE CARMELO;4199886;CLINICA MONTEIRO & FRANCO LTDA;CONSULTODON;"2024-04-01";2003050914;LIBPAGTO;33.22;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003401183;EMREVISAO;2406.05;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003399218;PAGPROC;80.00;
PONTE NOVA;VICOSA;4060096;LABORATORIO DE ANALISES CLINICA HEMOLAB LTDA;LABO;"2023-04-01";2002721970;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-08-01";2003091342;EMREVISAO;521.06;
OLIVEIRA;OLIVEIRA;48820;IRMANDADE DA SANTA CASA DE MISERICORDIA DE OLIVEIRA;HOSP;"2025-12-01";2003424673;EMREVISAO;1454.67;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003402542;PAGPROC;23429.21;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003394333;PAGPROC;3595.52;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-12-01";2003408927;PAGPROC;240.00;
BRASILIA DE MINAS;JANUARIA;3827119;CENTRO ESPECIALIZADO ODONTOLOGICO DE JANUARIA LTDA;CLINODON;"2023-05-01";2002761862;PAGPROC;0.00;
DIVINOPOLIS;LAGOA DA PRATA;2616847;FUNDACAO SAO CARLOS;HOSP;"2023-07-01";2002749795;PAGPROC;18085.90;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-12-01";2003375106;EMREVISAO;818.45;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423019;PAGPROC;1532.84;
TEOFILO OTONI;TEOFILO OTONI;48929;ASSOCIACAO HOSPITALAR SANTA ROSALIA;HOSP;"2025-11-01";2003358749;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;4125617;COMPLEXO MEDICO E IMAGEM PRO - VIDA LTDA;HOSP;"2025-10-01";2003368987;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3149974;FUNDACAO DE SAUDE DILSON DE QUADROS GODINHO;HOSP;"2022-11-01";2002602242;PAGPROC;18038.51;
ARAXA;ARAXA;3722813;CLINICA MEDICA DE ARAXA LTDA;CLIN;"2023-10-01";2002809577;PAGPROC;12155.89;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-12-01";2003193156;EMREVISAO;0.00;
CURVELO;CURVELO;48641;HOSPITAL IMACULADA CONCEICAO;HOSP;"2024-06-01";2003050836;EMREVISAO;8115.30;
BELO HORIZONTE;BELO HORIZONTE;3071797;ASSOCIACAO EVANGELICA BENEFICENTE DE MINAS GERAIS;HOSP;"2025-07-01";2003374248;PAGPROC;0.00;
SALINAS;SAO JOAO DO PARAISO;3994233;FABRINA DAIANY PEREIRA DA CRUZ;LABO;"2023-12-01";2002838977;PAGPROC;515.25;
PONTE NOVA;VICOSA;48205;CASA DE CARIDADE DE VICOSA HOSPITAL SAO SEBASTIAO;HOSP;"2025-12-01";2003398276;EMREVISAO;72.26;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003397083;PAGPROC;5800.00;
PONTE NOVA;RAUL SOARES;4125951;JONATHAS FIRMINO SAMPAIO COELHO;CONSULTODON;"2023-07-01";2002750216;PAGPROC;0.00;
ARAXA;ARAXA;2620401;ASSOCIACAO DE ASSISTENCIA SOCIAL DA SANTA CASA DE MISERICORDIA DE ARAXA;HOSP;"2025-08-01";2003319115;LIBPAGTO;87.39;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003402341;EMREVISAO;11218.94;
POUSO ALEGRE;SANTA RITA DO SAPUCAI;3814842;FUNDACAO SANTARRITENSE DE SAUDE E ASSISTENCIA SOCIAL;HOSP;"2025-06-01";2003287170;EMREVISAO;265.02;
ARAXA;ARAXA;3333579;CARDIOCLINICA DE ARAXA LTDA EPP;CLIN;"2022-11-01";2002561749;PAGPROC;2700.00;
UBERABA;UBERABA;4172694;SALK LABORATORIOS LTDA;LABO;"2024-11-01";2003154228;LIBPAGTO;386.15;
UBERLANDIA;PATROCINIO;3311828;HOSPITAL MED CENTER LTDA;HOSP;"2024-08-01";2003091692;EMREVISAO;2281.32;
ALMENARA;ITAOBIM;2599024;HOSPITAL VALE DO JEQUITINHONHA;HOSP;"2025-12-01";2003360307;LIBPAGTO;296.81;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003325065;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3742646;SERVICO HOSPITALAR DE OXIGENOTERAPIA HIPERBARICA SANTA GENOVEVA LTDA;CLIN;"2024-01-01";2002860182;EMREVISAO;0.00;
POUSO ALEGRE;EXTREMA;48323;HOSPITAL MATERNIDADE SAO LUCAS DE EXTREMA LTDA;HOSP;"2025-07-01";2003340678;LIBPAGTO;100.80;
ARAXA;ARAXA;48778;MELHORAMENTOS DOM BOSCO SOCIEDADE ANONIMA;HOSP;"2024-05-01";2003119395;LIBPAGTO;125.65;
SALINAS;PORTEIRINHA;4185112;MEDVIDA CENTRO DE MEDICINA INTEGRADA LTDA;CLIN;"2025-02-01";2003229434;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3674265;IPSEM - INSTITUTO DE PESQUISAS E SERVICOS MEDICOS LTDA;ATENDOM;"2025-07-01";2003273628;EMREVISAO;0.00;
POUSO ALEGRE;PARAISOPOLIS;3011117;HOSPITAL FREI CAETANO E MATERNIDADE SANTA TEREZA;HOSP;"2025-11-01";2003377957;PAGPROC;21.86;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423037;PAGPROC;10987.30;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423000;PAGPROC;1768.65;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003428188;PAGPROC;11685.12;
VARGINHA;SAO LOURENCO;2716547;HOSPITAL DA FUNDACAO CASA DE CARIDADE DE SAO LOURENCO;HOSP;"2024-07-01";2003102878;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3267655;AMPLIAR RADSOM MEDICINA LTDA;CLIN;"2025-12-01";2003379991;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-10-01";2003417598;LIBPAGTO;12791.39;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-12-01";2003350589;EMREVISAO;0.00;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-11-01";2003402979;PAGPROC;88.00;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2024-07-01";2003420548;PAGPROC;685.99;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003407740;EMREVISAO;8797.45;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-07-01";2003277607;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-08-01";2003294218;EMREVISAO;15466.32;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2025-06-01";2003288184;EMREVISAO;467.50;
UBERLANDIA;PATROCINIO;3311828;HOSPITAL MED CENTER LTDA;HOSP;"2024-08-01";2003068369;EMREVISAO;0.00;
TEOFILO OTONI;TEOFILO OTONI;4278820;ASSOCIACAO HOSPITALAR SAO VICENTE DE PAULO DE IPANEMA;HOSP;"2025-10-01";2003344417;EMREVISAO;10999.23;
BELO HORIZONTE;BELO HORIZONTE;3766842;CLINICA ODONTOLOGICA CAMPOSTRINI E LEOPOLDO LTDA;CONSULTODON;"2024-05-01";2003014301;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2024-12-01";2003151887;EMREVISAO;8829.22;
PONTE NOVA;VICOSA;4060096;LABORATORIO DE ANALISES CLINICA HEMOLAB LTDA;LABO;"2023-05-01";2002723189;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003373328;EMREVISAO;0.00;
PEDRO LEOPOLDO;SANTA LUZIA;4134327;JM CONSULTORIO E DIAGNOSTICO LTDA;CLIN;"2025-12-01";2003376442;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2025-01-01";2003197075;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003353316;PAGPROC;960.93;
POUSO ALEGRE;EXTREMA;48323;HOSPITAL MATERNIDADE SAO LUCAS DE EXTREMA LTDA;HOSP;"2025-08-01";2003340663;PAGPROC;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-09-01";2003426798;PAGPROC;1334.29;
CORONEL FABRICIANO;IPATINGA;3415680;SERVICOS DE RADIOLOGIA SAO JUDAS TADEU LTDA;CLIN;"2024-08-01";2003099573;EMREVISAO;0.00;
PASSOS;PASSOS;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;HOSP;"2025-12-01";2003428210;PAGPROC;838.21;
PONTE NOVA;VICOSA;48205;CASA DE CARIDADE DE VICOSA HOSPITAL SAO SEBASTIAO;HOSP;"2024-12-01";2003256968;LIBPAGTO;16.30;
BELO HORIZONTE;BELO HORIZONTE;4039872;BELIGOLI MEDICOS ASSOCIADOS LTDA;CLIN;"2025-05-01";2003255325;LIBPAGTO;0.00;
PASSOS;PASSOS;3411714;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO;HOSP;"2024-01-01";2002856484;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4414506;ALLIANCA SAUDE E PARTICIPACOES S.A;CLIN;"2025-12-01";2003374817;PAGPROC;38040.56;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2023-12-01";2003428036;PAGPROC;912.40;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2025-12-01";2003420830;PAGPROC;122.30;
ARAXA;ARAXA;2620401;ASSOCIACAO DE ASSISTENCIA SOCIAL DA SANTA CASA DE MISERICORDIA DE ARAXA;HOSP;"2025-10-01";2003350110;LIBPAGTO;572.75;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003434247;PAGPROC;8144.94;
ITABIRA;VIRGINOPOLIS;3350890;ASSOCIACAO DE PROTECAO E ASSISTENCIA A MATERNIDADE E INFAN HOSP S J VIRGINOPOLIS;HOSP;"2025-05-01";2003252243;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-09-01";2003426793;PAGPROC;24.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003428441;PAGPROC;3515.32;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-11-01";2003352757;EMREVISAO;0.00;
POUSO ALEGRE;POUSO ALEGRE;2762100;ALKMIM TEIXEIRA & TEIXEIRA LTDA;HOSP;"2023-11-01";2002857405;LIBPAGTO;400.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003434452;PAGPROC;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003397786;PAGPROC;5459.23;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-12-01";2003369276;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3267827;HOSPITAL E MATERNIDADE SANTA CLARA S/A;HOSP;"2025-03-01";2003221861;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-07-01";2003284374;EMREVISAO;6955.68;
JUIZ DE FORA;JUIZ DE FORA;3970684;CENTRO DE MASTOLOGIA DE JUIZ DE FORA LTDA;CLIN;"2024-05-01";2003024961;LIBPAGTO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-10-01";2003420066;PAGPROC;3537.30;
POUSO ALEGRE;SANTA RITA DO SAPUCAI;3814842;FUNDACAO SANTARRITENSE DE SAUDE E ASSISTENCIA SOCIAL;HOSP;"2025-06-01";2003288581;EMREVISAO;1159.81;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003408984;EMREVISAO;13869.77;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2025-09-01";2003324114;EMREVISAO;83163.68;
BELO HORIZONTE;BELO HORIZONTE;4375859;ASSOCIACAO MARIO PENNA;CLIN;"2025-12-01";2003367744;EMREVISAO;0.00;
CONSELHEIRO LAFAIETE;CONGONHAS;48799;ASSOCIACAO HOSPITALAR BOM JESUS;HOSP;"2024-06-01";2003052760;LIBPAGTO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3766842;CLINICA ODONTOLOGICA CAMPOSTRINI E LEOPOLDO LTDA;CLINODON;"2023-11-01";2002835146;EMREVISAO;0.00;
GOVERNADOR VALADARES;GOVERNADOR VALADARES;3283578;BENEFICENCIA SOCIAL BOM SAMARITANO;HOSP;"2022-11-01";2002636825;LIBPAGTO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003397086;PAGPROC;160.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003429833;PAGPROC;7950.59;
SAO JOAO DEL REI;SAO JOAO DEL REI;48035;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;HOSP;"2023-10-01";2002839840;EMREVISAO;31.50;
DIVINOPOLIS;DIVINOPOLIS;2711829;LABORATORIO ANALISE DIVINOPOLIS LTDA;LABO;"2023-01-01";2002625002;PAGPROC;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-07-01";2003281906;EMREVISAO;3223.89;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-12-01";2003410147;PAGPROC;9475.66;
PASSOS;PASSOS;57550;LABHOR LABORATORIO DE HORMONIOS E ANALISES CLINICAS LIMITADA;LABO;"2023-03-01";2002661742;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003428960;PAGPROC;41266.95;
BELO HORIZONTE;BELO HORIZONTE;3766842;CLINICA ODONTOLOGICA CAMPOSTRINI E LEOPOLDO LTDA;CLINODON;"2023-04-01";2002660880;LIBPAGTO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-08-01";2003297335;EMREVISAO;2250.40;
MONTES CLAROS;MONTES CLAROS;3891075;CUIDAR SAUDE DOMICILIAR LTDA;ATENDOM;"2025-06-01";2003433067;PAGPROC;22047.53;
UBERLANDIA;ARAGUARI;3145269;SANTA CASA DE MISERICORDIA DE ARAGUARI;HOSP;"2024-11-01";2003253156;EMREVISAO;386.96;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-02-01";2003428309;PAGPROC;7578.66;
BELO HORIZONTE;BELO HORIZONTE;3070733;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;HOSP;"2025-11-01";2003366088;EMREVISAO;354.27;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003423022;PAGPROC;2132.25;
UBERLANDIA;UBERLANDIA;3298823;CASA DE SAUDE SANTA MARTA S/A;HOSP;"2024-02-01";2003068105;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;4375843;ASSOCIACAO DOS PROFISSIONAIS DE SAUDE DO HOSPITAL BELO HORIZONTE- APSHBH;HOSP;"2025-06-01";2003430194;PAGPROC;1164.80;
PONTE NOVA;PONTE NOVA;48922;FUNDACAO FILANTROPICA E BENEFICENTE DE SAUDE ARNALDO GAVAZZA FILHO;HOSP;"2025-05-01";2003294200;LIBPAGTO;260.32;
UBERABA;SACRAMENTO;2629659;INSTITUTO DE ANALISE E PESQUISAS CLINICAS DE SACRAMENTO LTDA;LABO;"2024-08-01";2003065668;LIBPAGTO;2898.39;
MONTES CLAROS;MONTES CLAROS;3889199;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;HOSP;"2025-11-01";2003403151;PAGPROC;629.56;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003399256;EMREVISAO;17769.39;
PARACATU;PARACATU;3767156;CLINICA ODONTOLOGICA ODONTO VIDA LTDA;CONSULTODON;"2025-06-01";2003285792;EMREVISAO;0.00;
PATOS DE MINAS;PATOS DE MINAS;3739306;ACTUAL HOSPITAL LTDA;HOSP;"2025-08-01";2003314811;LIBPAGTO;211.70;
POUSO ALEGRE;POUSO ALEGRE;4184904;THAIS DE OLIVEIRA E SILVA LTDA;CONSULTODON;"2023-09-01";2002797266;PAGPROC;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-05-01";2002961703;EMREVISAO;0.00;
UBERLANDIA;UBERLANDIA;3613278;HOSPITAL SANTA GENOVEVA LTDA;HOSP;"2024-08-01";2003084266;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3992065;INSTITUTO HERMES PARDINI S/A;CLIN;"2025-09-01";2003337795;EMREVISAO;0.00;
BELO HORIZONTE;BELO HORIZONTE;3897367;SAO MARCOS SAUDE E MEDICINA DIAGNOSTICA SA;LABO;"2025-03-01";2003245122;EMREVISAO;0.00;
CORONEL FABRICIANO;IPATINGA;48184;FUNDACAO SAO FRANCISCO XAVIER;HOSP;"2025-11-01";2003397820;PAGPROC;57.65;
ITAUNA;PARA DE MINAS;3102189;LABORATORIO NASSER LTDA;LABO;"2023-12-01";2002859686;EMREVISAO;0.00;
CONTAGEM;BETIM;4105213;HOSPITAL MATER DEI S.A;HOSP;"2025-11-01";2003426784;PAGPROC;2383.26;
